realClass,\histAge,\histAgePerReview,\histReviewsPerUser,\histDiscussionCount,\histIPCount,\histReviewCount,\histUserCount,\histModifiedLinesRate,\histOccasionalUsersReviewsRate,\histLastThreeMonthsReviewsRate,\histMostActiveUsersReviewsRate,\histStdReviewsPerUser,\histReviewsPerDay,\histProbReview,\ari,\flesch,\coleman,\kincaid,\fog,\smog,\li,\numPerguntas,\numPassiveVoice,\porcMenoresFrases,\porcMaioresFrases,\porcConjucoes,\numAuxiliarVerb,\inicioArtigo,\inicioPronome,\inicioConjuncaoSubordinadas,\inicioConjuncao,\porcSubstantivacao,\porcPreposicao,\inicioPronomeInterrogativo,\inicioPreposicoes,\wordCount,\sentenceCount,\porcToBe,\numPronomes,\netAssortativityInOut,\netAssortativityOutIn,\charCount,\netAssortativityInIn,\netInDegree,\netOutDegree,\netAssortativityOutOut,\netClusteringCoefficient,\netLinkCount,\netTranslationCount,\netReciprocity,\netPageRank,\CitPerTLen,\ImagesPerSec,\numCitations,\CitPerSec,\minSLen,\maxSLen,\stdSLen,\minAbsLen,\XLinksPerSec,\ssCount,\sCount,\numExtLink,\tamMaiorFrase,\avgSLen,\meanSubsectionPerSection,\LinksPerTLen,\avgPLen,id
'BC',2159.0,5.28,1.43,6.0,32.0,105.0,73.0,32.73,61.9,10.48,10.48,0.78,0.0486,1.66941E-6,13.1,55.5,11.8,11.2,14.5,12.6,51.2,0.0,39.0,0.5616,0.1507,42,7.0,18.0,5.0,1.0,0.0,0.0228,0.1255,1.0,5.0,1665.0,73.0,36,64.0,0.03,0.0,11818.0,0.0,16.0,44.0,0.09,0.12008,55.0,1.0,0.04545,0.4073,0.0,0.0,0.0,0.0,162.0,4299.0,188.6,272.0,0.3333,0.0,6.0,2.0,141.0,1969.6667,0.0,214.8727,118.9286,418480
'SB',1142.0,18.34,1.25,2.0,7.0,22.0,15.0,33.33,68.18,22.73,13.64,0.62,0.0193,1.71022E-9,26.4,19.0,12.1,23.0,28.0,20.3,76.0,0.0,1.0,0.0,0.0,0.02,0.0,1.0,0.0,0.0,0.0,0.04,0.12,0.0,0.0,50.0,1.0,0.04,2.0,0.01,0.0,739.0,0.0,4.0,9.0,0.03,0.21212,12.0,3.0,0.11111,114,0.0,0.0,0.0,0.0,233.0,317.0,164.76,320.0,1.0,0.0,1.0,1.0,50.0,739.0,0.0,61.5833,25.0,7469926
'ST',1313.0,67.17,1.17,3.0,1.0,8.0,7.0,20.83,87.5,12.5,25.0,0.41,0.0061,3.10544E-9,5.0,84.1,7.9,4.1,6.8,7.6,32.5,0.0,3.0,0.4615,0.1154,0.0302,0.0,1.0,0.0,0.0,0.0,0.0,0.1585,0.0,0.0,265.0,26.0,0.0226,20.0,0.01,0.0,2048.0,0.0,2.0,3.0,0.01,0.2,6.0,0.0,0.0,0.0518,0.0,0.0,0.0,0.0,119.0,1598.0,68.7,232.0,0.5,0.0,2.0,1.0,45.0,1024.0,0.0,341.3333,66.25,4929442
'ST',2077.0,7.41,1.98,5.0,44.0,135.0,91.0,2.26,45.19,2.22,22.22,2.44,65,1.85756E-6,10.3,65.8,9.8,9.1,12.2,10.9,42.5,0.0,22.0,0.5091,0.2182,0.0436,3.0,13.0,7.0,1.0,0.0,0.0109,0.1272,2.0,3.0,1101.0,55.0,0.0327,62.0,0.6,0.54,9313.0,0.59,49.0,45.0,0.55,0.06677,49.0,18.0,0.35556,0.9287,620.8667,0.4,15.0,3.0,36.0,3647.0,217.19,196.0,0.0,0.0,5.0,0.0,67.0,1862.6,0.0,190.0612,122.3333,549418
'GA',1042.0,6.59,6.56,10.0,1.0,60.0,59.0,38.27,16.67,5.0,81.67,15.93,0.0576,4.22813E-8,41.3,3.1,13.4,32.3,35.9,19.4,107.6,0.0,8.0,0.6667,0.3333,0.0511,0.0,0.0,1.0,0.0,0.0,0.0256,108,0.0,1.0,704.0,9.0,0.0341,8.0,0.03,0.0,11367.0,0.0,12.0,51.0,0.14,0.08884,55.0,0.0,0.07843,0.4182,437.1923,0.0,26.0,6.5,150.0,3260.0,84.97,720.0,0.25,0.0,4.0,1.0,193.0,2841.75,0.0,206.6727,176.0,9083075
'AC',1089.0,4.47,39.6,34.0,17.0,413.0,396.0,22.54,1.69,0.24,53.27,79.16,0.3792,2.66511E-6,33.6,4.2,15.4,27.4,31.5,21.7,91.1,0.0,24.0,0.5556,0.4,0.0454,15.0,2.0,0.0,1.0,0.0,0.0236,0.1271,0.0,2.0,2667.0,45.0,0.0319,88.0,0.1,0.07,29387.0,0.01,10.0,97.0,0.95,0.04228,98.0,0.0,0.06186,1.0276,1013.3448,1.7143,29.0,4.1429,21.0,7368.0,278.5,1843.0,1.1429,8.0,7.0,8.0,235.0,4198143,1.1429,299.8673,177.8,8335209
'GA',1117.0,2.09,16.08,33.0,2.0,195.0,193.0,0.2,8.21,0.51,88.21,49.12,0.1746,6.17662E-7,17.2,48.9,11.8,14.3,17.0,13.2,59.4,0.0,45.0,0.6516,0.2516,0.0433,7.0,21.0,2.0,3.0,0.0,0.0172,0.1081,0.0,14.0,4893.0,155.0,0.0141,97.0,0.16,0.22,57410.0,0.02,42.0,516.0,2.0,0.07168,543.0,0.0,0.07752,5.0421,1171.6327,0.1111,49.0,5.4444,15.0,9262.0,209.34,1831.0,0.7778,0.0,9.0,7.0,247.0,6378.8887,0.0,105.7274,407.75,7868255
'FA',1630.0,7.1,2.96,66.0,114.0,383.0,269.0,0.98,28.72,0.52,38.38,10.4,235,4.13151E-5,36.4,10.8,12.6,29.0,32.6,18.9,94.2,0.0,45.0,0.6769,0.2769,0.0464,41.0,15.0,1.0,2.0,0.0,0.0257,0.1113,0.0,3.0,4509.0,65.0,0.0315,60.0,0.2,0.04,35226.0,0.01,58.0,186.0,0.64,0.07151,193.0,3.0,0.16667,2.6977,952.0541,1.2,37.0,3.7,97.0,4534.0,96.37,1972.0,3.9,11.0,10.0,39.0,530.0,3522.6,1.1,182.5181,115.6154,2043655
'ST',2737.0,2.9,1.36,27.0,85.0,176.0,91.0,43.7,45.45,13.64,8.52,0.85,0.0643,3.60663E-6,9.7,70.5,9.0,8.4,11.1,9.8,40.8,0.0,38.0,0.4167,0.15,0.0521,18.0,18.0,3.0,7.0,0.0,0.0116,0.1579,0.0,13.0,1210.0,60.0,0.0413,33.0,0.92,0.4,7940.0,0.38,348.0,361.0,0.96,0.59715,448.0,9.0,0.74792,2.6182,7940.0,0.8,1.0,0.2,15.0,4300.0,215.96,336.0,0.6,0.0,5.0,3.0,56.0,1588.0,0.0,17.7232,67.2222,6635
'ST',980.0,23.99,2.25,4.0,1.0,10.0,9.0,2.08,30.0,10.0,60.0,2.5,0.0102,2.24932E-9,13.9,53.1,12.3,11.8,14.9,12.8,50.8,0.0,20.0,0.5333,0.2,0.0365,3.0,10.0,4.0,1.0,0.0,0.0309,0.1304,0.0,3.0,713.0,30.0,0.0379,20.0,0.01,0.0,6203.0,0.0,5.0,33.0,0.08,0.08571,34.0,0.0,0.06061,0.2258,6203.0,0.5,1.0,0.25,240.0,2428.0,109.57,241.0,0.0,0.0,4.0,0.0,52.0,1550.75,0.0,182.4412,71.3,10314724
'GA',2666.0,1.41,4.16,97.0,538.0,1523.0,985.0,8.24,17.79,4.46,37.62,13.96,0.5713,1.84237E-4,17.6,55.0,10.3,14.3,16.5,11.0,54.0,0.0,81.0,0.6716,0.2108,0.0349,14.0,40.0,8.0,13.0,0.0,0.0078,0.0921,0.0,27.0,7144.0,204.0,0.0165,103.0,4.37,0.25,75495.0,0.52,991.0,470.0,2.07,0.04656,484.0,20.0,0.48511,4565,888.1765,625,85.0,10625,22.0,23425.0,178.51,1818.0,0.75,8.0,8.0,6.0,428.0,9436875,1.0,155.9814,297.6667,70948
'GA',1766.0,13.34,2.44,28.0,13.0,101.0,88.0,27.82,36.63,5.94,28.71,3.32,0.0572,2.38273E-6,14.3,52.6,12.4,12.0,15.5,13.3,52.2,0.0,10.0,0.5652,0.3478,0.0394,3.0,3.0,6.0,2.0,0.0,0.0108,0.1308,0.0,1.0,558.0,23.0,0.0233,19.0,0.1,0.02,7153.0,0.01,28.0,80.0,0.28,0.1176,87.0,3.0,225,0.9404,1192.1667,0.1667,6.0,1.0,15.0,1389.0,241.52,489.0,0.3333,0.0,6.0,2.0,54.0,1192.1667,0.0,82.2184,186.0,1445372
'GA',1397.0,4.9,4.09,20.0,6.0,100.0,94.0,8.84,25.0,3.0,65.0,9.36,0.0716,3.73746E-7,18.6,54.1,10.5,14.8,18.0,12.6,59.2,0.0,13.0,0.6667,0.2857,0.0428,6.0,1.0,6.0,2.0,0.0,13,0.1102,0.0,3.0,771.0,21.0,0.0246,43.0,0.15,0.01,10102.0,0.01,28.0,56.0,0.31,0.29417,59.0,0.0,0.48214,0.6572,631375,0.3333,16.0,5.3333,18.0,2105.0,132.29,1465.0,0.0,3.0,3.0,0.0,106.0,3367.3333,1.0,171.2203,154.2,3936094
'SB',1037.0,17.17,2.0,1.0,2.0,6.0,4.0,53.85,66.67,33.33,50.0,1.41,0.0058,1.97505E-13,16.0,52.1,11.5,13.3,16.2,12.9,60.0,0.0,4.0,0.75,0.25,0.0424,1.0,0.0,1.0,0.0,0.0,0.0085,0.0932,0.0,0.0,118.0,4.0,0.0593,3.0,0.0,0.0,1005.0,0.0,2.0,7.0,0.02,0.28571,8.0,0.0,0.14286,0.0054,251.25,0.0,4.0,4.0,971.0,971.0,0.0,0.0,3.0,0.0,0.0,3.0,86.0,0.0,0.0,125625,59.0,9180517
'BC',1956.0,2.11,1.83,21.0,225.0,502.0,277.0,15.71,35.66,6.57,15.34,2.12,0.2566,3.01951E-5,14.7,53.6,11.9,12.3,15.2,12.6,53.0,0.0,77.0,0.5231,0.2231,0.0457,44.0,22.0,15.0,5.0,1.0,0.0136,0.1065,1.0,11.0,3389.0,130.0,0.0363,138.0,1.32,0.11,24209.0,0.16,182.0,125.0,0.91,0.00951,142.0,15.0,48,1.8834,2689889,0.0,9.0,0.6923,63.0,4534.0,261.38,677.0,1.3077,0.0,13.0,17.0,90.0,1862.2308,0.0,170.4859,116.8621,853744
'SB',1805.0,371.19,1.0,7.0,1.0,4.0,3.0,0.0,75.0,0.0,25.0,0.0,0.0022,3.03049E-10,18.7,47.5,10.5,15.8,19.2,14.1,58.9,0.0,3.0,0.75,125,34,0.0,2.0,1.0,0.0,0.0,0.0272,0.0952,0.0,2.0,294.0,8.0,0.0102,10.0,0.0,0.0,2157.0,0.0,0.0,12.0,0.04,0.17424,13.0,0.0,0.0,0.0379,0.0,0.0,0.0,0.0,1909.0,1909.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,165.9231,58.8,1308956
'BC',2603.0,2.95,2.04,13.0,115.0,252.0,137.0,10.02,30.56,9.13,15.08,2.24,0.0968,2.84263E-6,7.5,72.6,10.0,6.3,8.6,8.8,34.0,0.0,29.0,0.6423,0.1545,0.0292,1.0,18.0,6.0,3.0,0.0,0.0108,0.0832,0.0,5.0,1575.0,123.0,0.0254,24.0,1.41,0.05,16894.0,0.07,287.0,201.0,0.98,0.13485,219.0,8.0,0.66169,2.4191,5631.3335,0.2,3.0,0.3,166.0,4041.0,245.13,1822.0,1.0,0.0,10.0,10.0,97.0,1689.4,0.0,77.1416,92.6471,104690
'SB',1241.0,20.09,2.12,1.0,2.0,19.0,17.0,18.75,36.84,5.26,52.63,3.18,0.0153,2.5989E-9,8.9,78.1,7.3,7.7,9.8,7.5,35.4,0.0,1.0,0.0,0.0,0.0156,0.0,0.0,1.0,0.0,0.0,0.0,0.0781,0.0,0.0,64.0,3.0,0.0156,1.0,0.62,0.08,1537.0,0.07,85.0,96.0,0.7,0.52663,102.0,4.0,0.83333,0.7335,0.0,0.0,0.0,0.0,340.0,512.0,362.04,351.0,1.0,0.0,1.0,1.0,23.0,1537.0,0.0,15.0686,32.0,5896688
'GA',1379.0,10.79,3.27,39.0,4.0,112.0,108.0,43.5,30.36,10.71,46.43,7.4,0.0812,3.2718E-6,14.6,51.1,11.9,12.5,16.1,13.6,51.8,0.0,29.0,0.4667,0.2444,0.0491,5.0,7.0,4.0,1.0,0.0,0.0164,0.1196,0.0,6.0,1162.0,45.0,43,34.0,0.23,0.02,11652.0,0.01,24.0,42.0,0.4,0.05276,61.0,3.0,0.28571,5.5727,1456.5,0.3333,8.0,1.3333,15.0,2306.0,101.04,1302.0,0.1667,5.0,6.0,1.0,59.0,1942.0,0.8333,191.0164,232.4,4146500
'SB',864.0,14.14,1.0,1.0,0.0,2.0,2.0,0.0,100.0,0.0,50.0,0.0,0.0023,0.0,7.4,52.9,11.6,7.6,11.6,9.8,47.7,0.0,4.0,0.3333,0.1111,0.0469,0.0,1.0,3.0,0.0,0.0,0.0,0.0938,0.0,0.0,64.0,9.0,0.0625,3.0,0.0,0.0,1061.0,0.0,0.0,18.0,0.16,0.05229,19.0,0.0,0.0,0.0183,0.0,0.0,0.0,0.0,267.0,330.0,188.8,333.0,2.0,0.0,1.0,2.0,18.0,1061.0,0.0,55.8421,21.3333,12372494
'ST',1403.0,5.25,1.83,42.0,93.0,219.0,126.0,5.65,44.29,5.02,13.24,1.54,0.1561,7.10823E-7,8.2,75.3,8.3,7.2,9.6,8.7,33.8,1.0,57.0,0.5094,0.1321,0.0546,55.0,29.0,23.0,9.0,0.0,0.0077,125,2.0,23.0,2840.0,159.0,0.0243,219.0,0.03,0.0,18013.0,0.0,6.0,25.0,0.11,0.07204,27.0,3.0,0.0,0.1134,9006.5,0.1111,2.0,0.2222,17.0,1960.0,119.44,633.0,0.6667,18.0,9.0,6.0,110.0,2001.4445,2.0,667.1481,61.7391,3868589
'FA',2436.0,0.25,4.37,618.0,490.0,1824.0,1334.0,37.69,20.18,8.39,44.85,22.34,0.7488,4.5389E-4,22.2,32.3,13.7,18.4,22.2,16.9,69.1,0.0,110.0,0.6512,0.2384,0.0434,41.0,26.0,26.0,7.0,3.0,24,0.1187,1.0,25.0,6678.0,172.0,0.0305,271.0,1.16,0.1,79332.0,0.09,324.0,344.0,1.23,0.04378,365.0,29.0,0.25291,6.0876,727.8165,0.1765,109.0,6.4118,17.0,6820.0,438.58,1552.0,0.8235,14.0,17.0,14.0,317.0,4666.5884,0.8235,217.3479,162878,203756
'FA',1550.0,0.05,2.71,36.0,92.0,287.0,195.0,22.4,28.92,60.98,20.56,3.71,0.1852,4.54581E-5,18.6,39.5,12.9,15.8,19.2,15.3,60.5,0.0,48.0,0.5362,0.2464,0.0441,19.0,6.0,16.0,3.0,0.0,0.0312,0.1429,0.0,14.0,2247.0,69.0,0.0396,103.0,0.02,0.02,23506.0,0.0,7.0,139.0,0.33,0.1325,145.0,1.0,0.02878,1.0456,839.5,0.5,28.0,7.0,14.0,5758.0,86.67,1119.0,0.0,4.0,4.0,0.0,90.0,5876.5,1.0,162.1103,249.6667,2604208
'SB',1903.0,51.23,1.1,2.0,1.0,12.0,11.0,25.0,91.67,8.33,16.67,0.32,0.0063,3.38366E-9,7.0,80.5,10.9,4.1,4.5,5.7,38.6,0.0,1.0,0.25,0.0,0.0303,0.0,0.0,0.0,0.0,0.0,0.0303,0.0909,0.0,0.0,33.0,4.0,0.0303,0.0,0.01,0.0,417.0,0.0,2.0,6.0,0.02,0.16667,9.0,0.0,0.16667,0.0491,0.0,0.0,0.0,0.0,264.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,46.3333,8.25,985618
'SB',1589.0,39.41,1.8,3.0,2.0,20.0,18.0,6.67,45.0,5.0,45.0,2.53,0.0126,4.62565E-9,6.3,68.2,9.7,6.2,10.4,9.9,37.1,0.0,5.0,0.5,0.0,0.0342,0.0,2.0,2.0,0.0,0.0,0.0,0.1368,0.0,2.0,117.0,12.0,0.0427,5.0,0.04,0.01,1198.0,0.01,10.0,8.0,0.03,0.15238,11.0,0.0,375,0.0806,0.0,0.0,0.0,0.0,134.0,642.0,77.36,645.0,0.5,0.0,2.0,1.0,19.0,599.0,0.0,108.9091,39.0,2310341
'FA',2620.0,4.41,2.16,35.0,59.0,277.0,218.0,7.73,43.68,4.33,32.13,5.52,0.1057,1.19552E-5,18.4,38.6,13.8,15.5,19.1,15.5,62.3,0.0,53.0,0.5281,191,0.0458,11.0,12.0,18.0,4.0,0.0,0.0161,0.1334,0.0,13.0,2728.0,89.0,0.0312,170.0,0.5,0.11,26647.0,0.05,87.0,184.0,1.06,0.01569,195.0,13.0,0.05435,1.9302,13323.5,0.6667,2.0,0.2222,528.0,2848.0,444.0,1039.0,3.3333,6.0,9.0,30.0,133.0,2960.7778,0.6667,136.6513,88.0,93815
'SB',1093.0,10.52,1.75,3.0,0.0,7.0,7.0,2.56,42.86,57.14,57.14,1.5,0.0064,7.81264E-9,14.8,53.7,9.8,13.2,16.0,12.5,51.7,0.0,1.0,0.5,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.1167,0.0,0.0,60.0,2.0,0.0333,1.0,0.01,0.0,3300.0,0.0,2.0,18.0,0.06,0.11111,25.0,0.0,0.05556,0.3463,0.0,0.0,0.0,0.0,18.0,1060.0,474.05,361.0,0.0,2.0,2.0,0.0,56.0,1650.0,1.0,132.0,20.0,8258003
'BC',925.0,6.42,1.14,4.0,3.0,11.0,8.0,0.0,72.73,0.0,18.18,0.38,0.0119,1.06073E-8,27.4,29.9,11.1,22.4,25.5,15.8,76.5,0.0,14.0,0.6818,0.2727,39,7.0,2.0,3.0,0.0,1.0,0.0313,149,0.0,2.0,1181.0,22.0,0.0449,37.0,0.01,0.01,11283.0,0.0,3.0,68.0,0.18,0.23395,72.0,0.0,0.01471,0.5561,705.1875,0.0,16.0,2.2857,15.0,2064.0,76.84,379.0,0.0,2.0,7.0,0.0,301.0,1611857,0.2857,156.7083,196.8333,11334785
'ST',1232.0,14.71,2.43,2.0,1.0,18.0,17.0,0.0,50.0,0.0,44.44,2.57,0.0146,1.55041E-8,9.0,68.8,10.6,7.5,10.5,10.1,37.4,0.0,26.0,0.2821,0.0256,0.0482,2.0,5.0,6.0,0.0,0.0,0.0116,0.1312,0.0,1.0,602.0,39.0,0.0498,19.0,0.02,0.03,4357.0,0.0,3.0,33.0,0.25,0.03476,33.0,0.0,0.06061,0.2213,0.0,0.6667,0.0,0.0,311.0,904.0,122.84,667.0,0.1667,0.0,6.0,1.0,27.0,726.1667,0.0,132.0303,100.3333,6013487
'BC',2263.0,10.96,1.29,6.0,40.0,98.0,58.0,5.71,50.0,11.22,11.22,0.79,0.0433,2.25936E-6,13.1,50.6,12.5,11.5,14.8,13.0,50.6,0.0,34.0,0.3718,0.2436,0.0515,4.0,11.0,15.0,2.0,1.0,0.0204,0.1365,0.0,18.0,1670.0,78.0,0.0293,103.0,0.19,0.02,11912.0,0.01,45.0,74.0,0.31,0.05058,80.0,12.0,0.17568,1.1089,0.0,0.2,0.0,0.0,388.0,7860.0,158.4,980.0,0.0,0.0,5.0,0.0,52.0,2382.4,0.0,148.9,104375,322851
'AC',2835.0,2.71,2.84,12.0,88.0,389.0,301.0,2.8,28.28,3.08,42.93,7.96,0.1372,4.46314E-5,12.7,53.1,12.6,10.9,14.0,12.4,48.2,0.0,181.0,0.5193,0.2454,0.0439,41.0,94.0,29.0,12.0,0.0,0.0327,0.1279,3.0,45.0,10077.0,493.0,0.0243,204.0,1.28,0.06,74537.0,0.08,232.0,182.0,1.01,0.02077,191.0,15.0,0.14835,2.5169,1355.2181,1.4545,55.0,5.0,12.0,10489.0,82.02,5022.0,5.0,16.0,11.0,55.0,107.0,6776091,1.4545,390.2461,173.7414,21503
'SB',1202.0,9.76,4.18,3.0,1.0,47.0,46.0,1.92,23.4,2.13,51.06,7.21,0.0391,1.11114E-7,12.0,54.5,12.5,10.4,14.5,12.9,51.3,0.0,9.0,0.6,0.2,0.0317,0.0,2.0,1.0,0.0,0.0,0.0176,0.1197,0.0,0.0,284.0,15.0,0.0352,9.0,1.47,0.03,4483.0,0.15,248.0,45.0,0.27,0.14261,54.0,1.0,0.28889,0.74,747.1667,0.0,6.0,1.0,36.0,1007.0,173.11,181.0,0.6667,0.0,6.0,4.0,63.0,747.1667,0.0,83.0185,31.5556,6522696
'ST',1040.0,7.43,2.27,4.0,4.0,29.0,25.0,1.01,51.72,3.45,34.48,2.69,0.0279,2.0288E-8,19.1,36.4,13.3,16.4,19.9,15.8,59.8,0.0,7.0,0.5,0.3333,53,0.0,0.0,1.0,2.0,0.0,0.0278,0.1313,0.0,3.0,396.0,12.0,0.0303,16.0,0.03,0.0,4133.0,0.0,10.0,34.0,0.11,0.06272,36.0,2.0,0.05882,0.2373,2066.5,0.0,2.0,0.5,17.0,1687.0,107.78,849.0,0.25,0.0,4.0,1.0,60.0,1033.25,0.0,114.8056,56.5714,9132865
'GA',2601.0,1.95,2.1,72.0,299.0,597.0,298.0,5.0,25.96,7.2,21.78,5.15,0.2295,6.69578E-5,11.8,59.7,11.5,10.0,12.6,11.2,48.0,0.0,41.0,0.4796,0.2143,0.04,9.0,19.0,12.0,0.0,0.0,0.0095,0.1385,0.0,8.0,2000.0,98.0,0.0265,91.0,0.33,0.02,15264.0,0.01,57.0,102.0,0.59,0.08077,118.0,25.0,0.33333,1.7623,1696.0,0.2,9.0,1.8,19.0,3121.0,443.67,538.0,0.8,3.0,5.0,4.0,119.0,3052.8,0.6,129.3559,133.3333,106155
'SB',792.0,42.59,1.0,1.0,0.0,3.0,3.0,39.13,100.0,66.67,33.33,0.0,0.0038,6.80188E-11,11.2,19.5,15.0,11.5,18.3,10.1,37.3,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833,0.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,523.0,0.0,0.0,3.0,0.01,0.16667,6.0,2.0,0.0,-0.0131,523.0,0.0,1.0,1.0,140.0,155.0,98.99,156.0,0.0,0.0,1.0,0.0,8.0,523.0,0.0,87.1667,12.0,13522828
'SB',1408.0,15.42,3.5,4.0,12.0,61.0,49.0,8.74,19.67,11.48,37.7,6.02,0.0433,1.43434E-8,11.7,53.5,11.5,10.8,12.8,11.4,45.3,0.0,8.0,375,0.1875,0.0466,1.0,0.0,5.0,0.0,0.0,0.0124,0.1025,1.0,1.0,322.0,16.0,28,26.0,0.09,0.02,3761.0,0.02,11.0,13.0,0.1,0.17589,15.0,0.0,0.07692,0.0773,1880.5,0.5,2.0,0.5,15.0,688.0,280.87,238.0,0.75,1.0,4.0,3.0,42.0,940.25,0.25,250.7333,53.6667,3814620
'ST',1317.0,1.81,1.82,18.0,173.0,262.0,89.0,15.04,21.76,12.98,9.16,1.93,0.1989,1.24809E-6,8.9,69.5,10.0,7.7,10.3,9.8,39.0,0.0,86.0,0.4455,0.1535,0.0503,12.0,21.0,39.0,14.0,2.0,0.0081,0.1265,5.0,14.0,3343.0,202.0,0.0365,299.0,0.16,0.02,21511.0,0.01,34.0,47.0,0.23,0.31495,53.0,0.0,0.59574,0.8041,21511.0,0.6667,1.0,0.3333,34.0,3424.0,41.86,1491.0,0.3333,8.0,3.0,1.0,57.0,7170.3335,2.6667,405.8679,92.8611,4878000
'AC',2023.0,8.78,1.85,3.0,27.0,138.0,111.0,3.21,50.72,1.45,29.71,3.17,0.0682,5.70443E-6,15.6,50.2,11.9,13.2,16.7,13.8,55.1,0.0,116.0,0.4333,219,0.0666,7.0,53.0,31.0,5.0,1.0,0.0152,0.1226,1.0,18.0,5873.0,210.0,0.0242,211.0,0.3,0.08,38080.0,0.03,51.0,132.0,0.78,0.02123,175.0,8.0,0.06818,3836,0.0,0.2,0.0,0.0,24.0,3711.0,59.5,1181.0,0.1,24.0,10.0,1.0,73.0,3808.0,2.4,217.6,124.9574,660914
'AC',2590.0,1.5,2.24,40.0,290.0,793.0,503.0,16.78,34.05,7.31,22.95,4.48,0.3062,6.73332E-5,13.1,58.2,11.7,10.8,13.8,11.9,47.3,0.0,82.0,0.5152,0.1515,0.0453,6.0,26.0,7.0,8.0,0.0,0.0164,0.1313,0.0,15.0,3778.0,165.0,0.0296,58.0,3.56,0.41,36795.0,0.61,782.0,521.0,2.37,0.10352,548.0,18.0,0.76392,5.4213,3066.25,0.7273,12.0,1.0909,15.0,3425.0,275.59,973.0,1.3636,15.0,11.0,15.0,163.0,3345.0,1.3636,67.1442,82.1304,140899
'SB',756.0,0.0,1.0,1.0,0.0,1.0,1.0,89.47,100.0,100.0,100.0,0.0,0.0013,2.00669E-10,14.1,52.4,10.2,12.9,15.2,12.2,51.8,0.0,2.0,0.6667,0.1667,0.0479,0.0,1.0,2.0,0.0,0.0,6,0.1317,0.0,1.0,167.0,6.0,18,6.0,0.0,0.0,1578.0,0.0,0.0,15.0,0.05,0.15238,20.0,1.0,0.0,0.0364,0.0,0.0,0.0,0.0,70.0,966.0,49.5,971.0,0.0,0.0,1.0,0.0,49.0,1578.0,0.0,78.9,55.6667,14099918
'BC',2070.0,2.59,1.99,26.0,103.0,274.0,171.0,13.14,33.21,3.28,20.8,2.81,0.1324,5.0854E-6,14.3,57.2,12.1,11.4,14.4,12.1,53.2,0.0,32.0,0.4737,0.1579,0.0468,6.0,2.0,8.0,2.0,0.0,0.0106,0.1233,0.0,7.0,1411.0,57.0,0.0262,73.0,0.23,0.01,11621.0,0.01,59.0,92.0,0.35,0.04434,93.0,1.0,0.07609,0.6592,5810.5,0.0,2.0,0.2857,15.0,3784.0,347.53,707.0,1.2857,2.0,7.0,9.0,101.0,1660143,0.2857,124957,88.1875,567599
'ST',1367.0,18.27,1.64,2.0,4.0,27.0,23.0,0.0,62.96,0.0,22.22,1.39,0.0198,1.61222E-7,11.3,60.8,11.9,9.4,12.5,11.4,44.1,0.0,20.0,0.3714,0.0571,0.0353,0.0,4.0,2.0,0.0,0.0,0.0261,0.1396,1.0,8.0,652.0,35.0,0.0322,29.0,0.01,0.0,5316.0,0.0,3.0,12.0,0.05,0.10989,12.0,0.0,0.08333,0.1335,1329.0,0.0,4.0,1.3333,25.0,3248.0,208.85,144.0,0.0,1.0,3.0,0.0,43.0,1772.0,0.3333,443.0,72.4444,4278309
'FA',1675.0,0.77,4.57,870.0,881.0,2534.0,1653.0,14.81,17.32,2.84,41.52,18.31,1.5128,8.0276E-4,18.7,47.3,11.2,15.5,18.9,14.1,58.5,4.0,71.0,0.6833,0.2083,0.0535,47.0,12.0,21.0,6.0,2.0,0.0173,0.1303,2.0,10.0,4282.0,120.0,0.0336,260.0,0.27,0.02,56323.0,0.01,76.0,145.0,0.52,0.04358,148.0,15.0,0.12414,1514,712.9494,875,79.0,9875,14.0,5596.0,271.75,1303.0,9.25,7.0,8.0,74.0,210.0,7040375,875,380.5608,329.3846,1820218
'FA',1230.0,9.27,6.92,58.0,0.0,90.0,90.0,0.05,13.33,1.11,42.22,13.0,0.0732,6.81882E-7,17.6,59.3,6.0,15.4,17.9,8.7,61.1,0.0,28.0,0.6351,0.3404,0.0033,8.0,12.0,9.0,0.0,0.0,6.0E-4,0.0059,0.0,2.0,11987.0,285.0,0.0032,33.0,0.07,0.02,83622.0,0.0,18.0,74.0,0.28,0.09888,76.0,0.0,0.02703,0.7618,83622.0,0.0,1.0,0.1429,88.0,22906.0,70.0,864.0,0.0,1.0,7.0,0.0,234.0,11946.0,0.1429,1100.2896,2397.4,6044214
